location_name,lower_prob,mean_prob,upper_prob,lower_prob_sept,mean_prob_sept,upper_prob_sept
Louisiana,0.007652398665116156,0.017555472451564857,0.032212806160049255,0.008523049203728967,0.019013140827492035,0.03433624398069692
Maine,0.0003092704127027582,0.0013343505339931498,0.0030140149024112267,0.00031267389370129116,0.0013487269865170076,0.0030343613953751343
Maryland,0.0005445872093792592,0.005247991127548928,0.013945284070609097,0.0005832966680340342,0.005408349432983552,0.014294095122467617
Massachusetts,0.00017285810394279116,0.0030253124300417427,0.008913829997607545,0.00018536444597847836,0.0031649677918167032,0.009236416001559956
Michigan,0.00029173592853086813,0.003251012806131099,0.008144346614755773,0.000305494010778366,0.0033194652732085775,0.008170135509099608
Minnesota,0.0014670283451118796,0.007824065470938531,0.017613516271983702,0.0015662768421769362,0.008019587980208636,0.01791989264547758
Mississippi,0.010810690257779433,0.023223467642245064,0.039114330297307015,0.012012579007301046,0.02501061774796894,0.04147289836631163
Missouri,0.0037593394170978463,0.007777659469080531,0.01366748416437635,0.0039143840058082965,0.007855171580016907,0.013524720778801805
Montana,0.003519206046531647,0.006717391263667478,0.011152760442299523,0.0036632022739989034,0.006736829350903556,0.010883574512199918
Nebraska,0.0024566818375440958,0.007840331512276625,0.015165970674232115,0.0026237096827556546,0.007996115607462334,0.01505654443116447
Nevada,0.011246987165585118,0.02092342076180557,0.03265707158988051,0.012262049389706233,0.022068379004180308,0.03368498218921379
New Hampshire,0.00012714098804819554,0.0014123037910261814,0.00444281909905855,0.00013111242021282465,0.0014636382290060164,0.004538519582470099
New Jersey,9.191708351206179e-05,0.0013263395626529042,0.006189070488246705,9.401960552521394e-05,0.0013921200739907612,0.00640763426587362
New Mexico,0.0027878167461438197,0.006890786039300296,0.012762747939865388,0.003002712667556582,0.007176443572651847,0.013100651030675368
New York,4.725612961040911e-05,0.0016366322340675829,0.01069337382497734,4.767893137919582e-05,0.0016842957441056679,0.010906964539808418
North Carolina,0.006263234066393823,0.011986066759190716,0.020515610858951934,0.00667512054632667,0.012285332573614017,0.02052729078066118
North Dakota,0.006587784196036543,0.01526355467140469,0.03089617380213159,0.006815554377465352,0.015343994320672077,0.03025547790074823
Ohio,0.0015265332660341685,0.00562818352140028,0.011535135296986078,0.001612433805853316,0.005857358564816795,0.011840421845993276
Oklahoma,0.006218108497636196,0.012347203201640851,0.02048113948775465,0.006565672328657451,0.01256589952263992,0.020349928013119124
Oregon,0.003270812049210275,0.006548404985896465,0.01093215390148793,0.0034117229215572236,0.006579541351203264,0.010668114204370732
Pennsylvania,0.0001748771226096195,0.0034583434652224743,0.009528572083603571,0.00018896087162705732,0.0035352221439965306,0.009567978069657769
Puerto Rico,0.006656296752287476,0.011988914717565304,0.01914172115424959,0.006997367311959129,0.012176150877322623,0.01882273317356015
Rhode Island,0.0007144165209026951,0.006455778530642529,0.02019118128758752,0.000733343024710179,0.006604217070479279,0.020197505854944633
South Carolina,0.009162773461489608,0.01736338918805744,0.02915305647196562,0.010136536035988793,0.018444042531785606,0.030139327024185075
South Dakota,0.0018598974294050023,0.01315574701664709,0.03803298785181635,0.001998849274127093,0.01271244061271066,0.03480883594695809
Tennessee,0.010469560447573894,0.018326879648988294,0.028936175150904048,0.01120611365298351,0.01894744152074614,0.029163559897580595
Texas,0.012113203251179021,0.02087760930595625,0.03216006611421809,0.013414890721892534,0.022235219374779475,0.03343635601208323
Utah,0.0032474224553160087,0.0063447103798614955,0.010383588930360284,0.0034584982086477744,0.0064953517794057196,0.010345706338011912
Vermont,0.0002615430720733859,0.001010915256518945,0.0024056914464838323,0.0002615430720733859,0.00099693263823561,0.002362621776986453
Virginia,0.0005732164617054922,0.007555764915993977,0.01703149509713469,0.0006127864046697102,0.007702654050679284,0.017206522532490404
Washington,0.0014943479836157909,0.006428626114641401,0.014205698622423192,0.0015737220470464918,0.006727057753799035,0.014647930706314585
West Virginia,0.0074349369778260385,0.013297304852782726,0.022239065768600456,0.0077288860790995385,0.013359771826753051,0.022010108545783356
Wisconsin,0.003333210818705716,0.007112133001421742,0.012793837594380634,0.0034580340455555186,0.00717084556046492,0.012749504760380283
Wyoming,0.003328501155057632,0.005865999492016539,0.010703202887557687,0.0033800338310073794,0.005821853310272496,0.010373229617163622
International,0.00499504105226725,0.010980827624770028,0.0203666266045989,0.005450574376194767,0.011514132800394596,0.020871358075132223
